scheme,parameter_name,parameter_value,effective_block_length_tokens,sample_index,T_prime,n_sentences,n_source_units,n_reversal_blocks,is_identity,forward_log_likelihood,reordered_log_likelihood,sigma,sigma_per_token,raw_reference_sigma,reference_difference
sentence_k,k_sentences,1,22.54678229119124,23,114,5,5,5,0,-523.0336303710938,-569.8880615234375,46.85443115234375,0.41100378203810306,46.853221663681325,0.0012094886624254286
sentence_k,k_sentences,1,22.54678229119124,24,92,3,3,3,0,-254.38372802734375,-296.3257141113281,41.941986083984375,0.4558911530867867,41.942155095690396,-0.00016901170602068305
sentence_k,k_sentences,1,22.54678229119124,25,102,3,3,3,0,-532.199951171875,-594.7950439453125,62.5950927734375,0.6136773801317402,62.59540472924709,-0.0003119558095932007
sentence_k,k_sentences,1,22.54678229119124,26,120,9,9,9,0,-584.3988037109375,-640.16064453125,55.7618408203125,0.4646820068359375,55.76155996889793,0.00028085141457268037
sentence_k,k_sentences,1,22.54678229119124,27,83,6,6,6,0,-319.9759826660156,-405.81365966796875,85.83767700195312,1.0341888795416039,85.8386463476345,-0.0009693456813693047
sentence_k,k_sentences,1,22.54678229119124,28,97,3,3,3,0,-429.02752685546875,-462.49652099609375,33.468994140625,0.34504117670747425,33.46931851684349,-0.00032437621848657727
sentence_k,k_sentences,1,22.54678229119124,30,90,4,4,4,0,-363.2315673828125,-392.83294677734375,29.60137939453125,0.32890421549479165,29.60228783392813,-0.0009084393968805671
sentence_k,k_sentences,1,22.54678229119124,31,96,2,2,2,0,-374.9017028808594,-406.6529846191406,31.75128173828125,0.3307425181070964,31.752975010313094,-0.0016932720318436623
sentence_k,k_sentences,1,22.54678229119124,32,59,3,3,3,0,-209.4251708984375,-248.17388916015625,38.74871826171875,0.6567579366393008,38.74893260747194,-0.0002143457531929016
sentence_k,k_sentences,1,22.54678229119124,33,109,3,3,3,0,-467.4934387207031,-507.9705505371094,40.47711181640625,0.37134964969180045,40.47811513385386,-0.001003317447612062
sentence_k,k_sentences,1,22.54678229119124,34,90,5,5,5,0,-363.75469970703125,-429.42645263671875,65.6717529296875,0.7296861436631944,65.6720968238078,-0.0003438941203057766
sentence_k,k_sentences,1,22.54678229119124,35,61,4,4,4,0,-312.68377685546875,-357.9923095703125,45.30853271484375,0.7427628313908812,45.30841222777963,0.00012048706412315369
sentence_k,k_sentences,1,22.54678229119124,36,110,5,5,5,0,-399.5043029785156,-423.5991516113281,24.0948486328125,0.21904407848011365,24.095323717367137,-0.00047508455463685095
sentence_k,k_sentences,1,22.54678229119124,37,117,8,8,8,0,-361.0013427734375,-411.9423828125,50.9410400390625,0.4353935046073718,50.93908290560648,0.0019571334560168907
sentence_k,k_sentences,1,22.54678229119124,38,92,4,4,4,0,-337.54443359375,-380.9874572753906,43.443023681640625,0.47220677914826764,43.44265780370915,0.00036587793147191405
sentence_k,k_sentences,1,22.54678229119124,39,117,7,7,7,0,-473.8877258300781,-519.6415405273438,45.753814697265625,0.3910582452757746,45.754415857372805,-0.0006011601071804762
sentence_k,k_sentences,1,22.54678229119124,40,118,4,4,4,0,-537.3257446289062,-598.5211791992188,61.1954345703125,0.5186053777145128,61.19420648906089,0.0012280812516110018
sentence_k,k_sentences,1,22.54678229119124,41,90,5,5,5,0,-404.18487548828125,-444.93634033203125,40.75146484375,0.45279405381944443,40.75187352618377,-0.00040868243377190083
sentence_k,k_sentences,1,22.54678229119124,42,49,1,1,1,1,-234.12506103515625,-234.12506103515625,0.0,0.0,0.0,0.0
sentence_k,k_sentences,1,22.54678229119124,43,83,4,4,4,0,-273.1708984375,-290.7406005859375,17.5697021484375,0.21168315841490964,17.570251351076877,-0.0005492026393767446
sentence_k,k_sentences,1,22.54678229119124,44,111,5,5,5,0,-353.02227783203125,-388.6668701171875,35.64459228515625,0.32112245301942566,35.646073857089505,-0.0014815719332545996
sentence_k,k_sentences,1,22.54678229119124,45,103,8,8,8,0,-432.636474609375,-505.96630859375,73.329833984375,0.7119401357706311,73.32924688054482,0.0005871038301847875
sentence_k,k_sentences,1,22.54678229119124,46,118,7,7,7,0,-473.4691162109375,-506.68994140625,33.2208251953125,0.281532416909428,33.22142324215383,-0.0005980468413326889
sentence_k,k_sentences,1,22.54678229119124,47,98,4,4,4,0,-435.95867919921875,-459.918701171875,23.96002197265625,0.24449002012914542,23.961248248815536,-0.001226276159286499
sentence_k,k_sentences,1,22.54678229119124,48,81,3,3,3,0,-354.65362548828125,-385.8826904296875,31.22906494140625,0.3855440116222994,31.229875696008094,-0.0008107546018436551
sentence_k,k_sentences,1,22.54678229119124,49,107,9,9,9,0,-434.3629150390625,-546.0504760742188,111.68756103515625,1.0438089816369742,111.68629672707175,0.0012643080845009536
sentence_k,k_sentences,1,22.54678229119124,50,87,2,2,2,0,-354.30548095703125,-370.3495178222656,16.044036865234375,0.18441421684177442,16.04476379416883,-0.0007269289344549179
sentence_k,k_sentences,1,22.54678229119124,51,118,4,4,4,0,-516.0234375,-541.3024291992188,25.27899169921875,0.2142287432137182,25.278516206191853,0.0004754930268973112
sentence_k,k_sentences,1,22.54678229119124,52,75,5,5,5,0,-326.4295654296875,-374.904296875,48.4747314453125,0.6463297526041667,48.47413044422865,0.0006010010838508606
sentence_k,k_sentences,1,22.54678229119124,53,18,1,1,1,1,-74.81290435791016,-74.81290435791016,0.0,0.0,0.0,0.0
sentence_k,k_sentences,1,22.54678229119124,54,93,3,3,3,0,-415.6016845703125,-445.27972412109375,29.67803955078125,0.3191187048471102,29.677276430666097,0.0007631201151525602
sentence_k,k_sentences,1,22.54678229119124,55,109,4,4,4,0,-304.6408996582031,-386.76708984375,82.12619018554688,0.7534512861059346,82.12722671138181,-0.0010365258349338546
sentence_k,k_sentences,1,22.54678229119124,56,93,4,4,4,0,-379.7958068847656,-405.14117431640625,25.345367431640625,0.2725308325982863,25.345863352020388,-0.0004959203797625378
sentence_k,k_sentences,1,22.54678229119124,57,112,4,4,4,0,-468.4061279296875,-518.8038330078125,50.397705078125,0.44997950962611605,50.39947154681431,-0.0017664686893112957
sentence_k,k_sentences,1,22.54678229119124,58,92,3,3,3,0,-331.00921630859375,-352.4933776855469,21.484161376953125,0.23352349322775137,21.484336045206874,-0.00017466825374867767
sentence_k,k_sentences,1,22.54678229119124,59,116,5,5,5,0,-477.8038024902344,-526.6407470703125,48.836944580078125,0.42100814293170796,48.838659226254094,-0.001714646175969392
sentence_k,k_sentences,1,22.54678229119124,60,111,3,3,3,0,-428.660888671875,-498.1251525878906,69.46426391601562,0.6258041794235641,69.46456922104699,-0.00030530503136105835
sentence_k,k_sentences,1,22.54678229119124,61,118,8,8,8,0,-447.87664794921875,-567.93896484375,120.06231689453125,1.0174772618180614,120.06172058040102,0.0005963141302345321
sentence_k,k_sentences,1,22.54678229119124,62,68,3,3,3,0,-272.37945556640625,-300.3328857421875,27.95343017578125,0.41107985552619486,27.95364748733118,-0.0002173115499317646
sentence_k,k_sentences,1,22.54678229119124,63,85,3,3,3,0,-403.21075439453125,-426.7763671875,23.56561279296875,0.27724250344669116,23.565234242516453,0.0003785504522966221
sentence_k,k_sentences,1,22.54678229119124,64,86,5,5,5,0,-401.53515625,-434.0606689453125,32.5255126953125,0.3782036359920058,32.52418264746666,0.001330047845840454
sentence_k,k_sentences,1,22.54678229119124,65,119,8,8,8,0,-403.93609619140625,-482.4649658203125,78.52886962890625,0.6599064674698004,78.52859487337992,0.0002747555263340473
sentence_k,k_sentences,1,22.54678229119124,66,75,2,2,2,0,-430.5547790527344,-458.9277038574219,28.3729248046875,0.3783056640625,28.3729840926826,-5.928799510002136e-05
sentence_k,k_sentences,1,22.54678229119124,67,120,7,7,7,0,-483.74920654296875,-547.667724609375,63.91851806640625,0.5326543172200521,63.919871308418806,-0.001353242012555711
sentence_k,k_sentences,1,22.54678229119124,68,98,4,4,4,0,-395.70550537109375,-434.016845703125,38.31134033203125,0.39093204420440053,38.31173115746424,-0.0003908254329871852
sentence_k,k_sentences,1,22.54678229119124,69,96,4,4,4,0,-387.06488037109375,-413.1095275878906,26.044647216796875,0.2712984085083008,26.043555152369663,0.0010920644272118807
sentence_k,k_sentences,1,22.54678229119124,70,118,6,6,6,0,-434.06927490234375,-493.003173828125,58.93389892578125,0.4994398214049258,58.93538552692917,-0.0014866011479170993
sentence_k,k_sentences,1,22.54678229119124,71,89,1,1,1,1,-420.9001770019531,-420.9001770019531,0.0,0.0,0.0,0.0
sentence_k,k_sentences,1,22.54678229119124,72,115,5,5,5,0,-451.85589599609375,-496.656005859375,44.80010986328125,0.38956617272418476,44.79917497385759,0.000934889423660934
sentence_k,k_sentences,1,22.54678229119124,73,113,5,5,5,0,-539.560791015625,-607.203125,67.642333984375,0.5986047255254425,67.64254209891078,-0.00020811453578062356
sentence_k,k_sentences,1,22.54678229119124,74,120,9,9,9,0,-440.6827697753906,-519.234375,78.55160522460938,0.6545967102050781,78.5509963225486,0.0006089020607760176
sentence_k,k_sentences,1,22.54678229119124,76,68,2,2,2,0,-290.3661804199219,-305.95751953125,15.591339111328125,0.22928439869600184,15.591144511592574,0.0001945997355505824
sentence_k,k_sentences,1,22.54678229119124,77,101,6,6,6,0,-373.3042907714844,-452.4532165527344,79.14892578125,0.7836527305074258,79.14928690661327,-0.0003611253632698208
sentence_k,k_sentences,1,22.54678229119124,78,102,2,2,2,0,-517.1190185546875,-551.505859375,34.3868408203125,0.33712589039522056,34.38710656994954,-0.00026574963703751564
sentence_k,k_sentences,1,22.54678229119124,79,107,4,4,4,0,-415.649658203125,-452.03167724609375,36.38201904296875,0.3400188695604556,36.38193670523469,8.233773405663669e-05
sentence_k,k_sentences,1,22.54678229119124,80,105,4,4,4,0,-341.714111328125,-370.98895263671875,29.27484130859375,0.2788080124627976,29.27583070800756,-0.000989399413811043
sentence_k,k_sentences,1,22.54678229119124,81,120,4,4,4,0,-618.1571044921875,-653.0679931640625,34.910888671875,0.290924072265625,34.91062634199625,0.0002623298787511885
sentence_k,k_sentences,1,22.54678229119124,82,118,4,4,4,0,-580.5557861328125,-641.4302978515625,60.87451171875,0.5158856925317796,60.87487211127882,-0.00036039252881892025
sentence_k,k_sentences,1,22.54678229119124,83,112,3,3,3,0,-526.669677734375,-569.9605712890625,43.2908935546875,0.3865258353097098,43.291357385664014,-0.00046383097651414573
sentence_k,k_sentences,1,22.54678229119124,84,110,7,7,7,0,-453.99383544921875,-497.59246826171875,43.5986328125,0.39635120738636365,43.59979080595076,-0.0011579934507608414
sentence_k,k_sentences,1,22.54678229119124,85,114,3,3,3,0,-458.66461181640625,-502.6947326660156,44.030120849609375,0.3862291302597314,44.02860252239043,0.0015183272189460695
sentence_k,k_sentences,1,22.54678229119124,86,108,3,3,3,0,-437.96783447265625,-483.485107421875,45.51727294921875,0.4214562310112847,45.51847525675839,-0.0012023075396427885
sentence_k,k_sentences,1,22.54678229119124,87,110,4,4,4,0,-529.0153198242188,-568.0005493164062,38.9852294921875,0.35441117720170456,38.984244788909564,0.0009847032779362053
sentence_k,k_sentences,1,22.54678229119124,88,103,6,6,6,0,-412.906982421875,-457.01739501953125,44.11041259765625,0.42825643298695387,44.111234738491476,-0.0008221408352255821
sentence_k,k_sentences,1,22.54678229119124,89,94,4,4,4,0,-411.9735107421875,-427.7046813964844,15.731170654296875,0.16735287930103057,15.731896004988812,-0.0007253506919369102
sentence_k,k_sentences,1,22.54678229119124,90,69,3,3,3,0,-219.21090698242188,-273.42864990234375,54.217742919921875,0.7857643901437953,54.219802467676345,-0.002059547754470259
sentence_k,k_sentences,1,22.54678229119124,91,108,7,7,7,0,-326.4315185546875,-442.8825378417969,116.45101928710938,1.0782501785843461,116.451549000878,-0.0005297137686284259
sentence_k,k_sentences,1,22.54678229119124,92,109,3,3,3,0,-550.8461303710938,-601.8825073242188,51.036376953125,0.468223641771789,51.033886788092786,0.002490165032213554
sentence_k,k_sentences,1,22.54678229119124,93,93,4,4,4,0,-398.544189453125,-436.57672119140625,38.03253173828125,0.4089519541750672,38.032050759095,0.0004809791862498969
sentence_k,k_sentences,1,22.54678229119124,94,67,1,1,1,1,-267.3122863769531,-267.3122863769531,0.0,0.0,0.0,0.0
sentence_k,k_sentences,1,22.54678229119124,95,108,2,2,2,0,-539.046630859375,-588.05615234375,49.009521484375,0.4537918655960648,49.00917568535078,0.00034579902421683073
sentence_k,k_sentences,1,22.54678229119124,96,99,8,8,8,0,-490.8243408203125,-557.3075561523438,66.48321533203125,0.6715476296164773,66.48272809165064,0.0004872403806075454
sentence_k,k_sentences,1,22.54678229119124,97,104,6,6,6,0,-412.0705261230469,-502.3564147949219,90.285888671875,0.868133544921875,90.28536085004453,0.0005278218304738402
sentence_k,k_sentences,1,22.54678229119124,98,119,5,5,5,0,-457.51776123046875,-505.20086669921875,47.68310546875,0.40069836528361347,47.682427856489085,0.000677612260915339
sentence_k,k_sentences,1,22.54678229119124,99,87,2,2,2,0,-361.3621520996094,-396.3116455078125,34.949493408203125,0.40171831503681754,34.94977039319929,-0.00027698499616235495
sentence_k,k_sentences,1,22.54678229119124,100,104,6,6,6,0,-322.4985046386719,-381.4910583496094,58.9925537109375,0.5672360933743991,58.99297677325376,-0.00042306231625843793
sentence_k,k_sentences,1,22.54678229119124,101,104,7,7,7,0,-239.97544860839844,-396.1815185546875,156.20606994628906,1.501981441791241,156.20617494622275,-0.00010499993368284777
sentence_k,k_sentences,1,22.54678229119124,102,108,2,2,2,0,-439.73284912109375,-479.7452392578125,40.01239013671875,0.3704850938585069,40.013379990676185,-0.0009898539574351162
sentence_k,k_sentences,1,22.54678229119124,103,104,4,4,4,0,-428.7499084472656,-450.23333740234375,21.483428955078125,0.2065714322603666,21.483068337664008,0.00036061741411685944
sentence_k,k_sentences,1,22.54678229119124,104,109,13,13,13,0,-84.52875518798828,-330.9090270996094,246.3802719116211,2.2603694670790926,246.380798328999,-0.0005264173778982695
sentence_k,k_sentences,1,22.54678229119124,105,103,4,4,4,0,-462.8609313964844,-498.2850341796875,35.424102783203125,0.34392332799226333,35.42488433048129,-0.0007815472781658173
sentence_k,k_sentences,1,22.54678229119124,106,89,2,2,2,0,-298.8559265136719,-317.2214660644531,18.36553955078125,0.20635437697507023,18.366125748376362,-0.0005861975951120257
sentence_k,k_sentences,1,22.54678229119124,107,120,6,6,6,0,-427.0845642089844,-476.6947937011719,49.6102294921875,0.4134185791015625,49.6107710369979,-0.0005415448104031384
sentence_k,k_sentences,1,22.54678229119124,108,119,7,7,7,0,-588.989013671875,-641.78955078125,52.800537109375,0.4437019925157563,52.8002659752965,0.00027113407850265503
sentence_k,k_sentences,1,22.54678229119124,109,97,7,7,7,0,-513.1624755859375,-551.3975830078125,38.235107421875,0.3941763651739691,38.23457628360484,0.000531138270162046
sentence_k,k_sentences,1,22.54678229119124,110,66,2,2,2,0,-283.78350830078125,-307.40728759765625,23.623779296875,0.3579360499526515,23.624034948647022,-0.0002556517720222473
sentence_k,k_sentences,1,22.54678229119124,111,76,2,2,2,0,-234.794189453125,-266.7508544921875,31.9566650390625,0.4204824347245066,31.957676004567475,-0.0010109655049745925
sentence_k,k_sentences,1,22.54678229119124,112,99,4,4,4,0,-318.4194641113281,-387.4309997558594,69.01153564453125,0.6970862186316288,69.01147649841732,5.9146113926544785e-05
sentence_k,k_sentences,1,22.54678229119124,113,113,4,4,4,0,-334.6194763183594,-399.0190124511719,64.3995361328125,0.5699073994054203,64.40033321546798,-0.0007970826554810628
sentence_k,k_sentences,1,22.54678229119124,114,118,4,4,4,0,-305.2322692871094,-349.6563720703125,44.424102783203125,0.3764754473152807,44.424468258643174,-0.00036547544004861265
sentence_k,k_sentences,1,22.54678229119124,115,110,3,3,3,0,-313.40008544921875,-332.9554138183594,19.555328369140625,0.17777571244673296,19.55758894752944,-0.002260578388813883
sentence_k,k_sentences,1,22.54678229119124,116,93,3,3,3,0,-402.46966552734375,-425.640625,23.17095947265625,0.2491501018565188,23.170824247878045,0.00013522477820515633
sentence_k,k_sentences,1,22.54678229119124,117,72,2,2,2,0,-238.68878173828125,-270.75885009765625,32.070068359375,0.4454176161024306,32.07033805204264,-0.0002696926676435396
sentence_k,k_sentences,1,22.54678229119124,118,79,3,3,3,0,-361.7176513671875,-377.3811340332031,15.663482666015625,0.19827193248121044,15.66208258853294,0.0014000774826854467
sentence_k,k_sentences,1,22.54678229119124,119,78,3,3,3,0,-203.92279052734375,-221.14846801757812,17.225677490234375,0.22084201910556892,17.22448195144534,0.0011955387890338898
sentence_k,k_sentences,1,22.54678229119124,120,94,1,1,1,1,-245.6143035888672,-245.6143035888672,0.0,0.0,0.0,0.0
sentence_k,k_sentences,1,22.54678229119124,121,62,2,2,2,0,-269.9197692871094,-288.2764892578125,18.356719970703125,0.2960761285597278,18.357167473062873,-0.00044750235974788666
sentence_k,k_sentences,1,22.54678229119124,123,94,4,4,4,0,-358.5362243652344,-425.84259033203125,67.30636596679688,0.7160251698595412,67.30801894850447,-0.001652981707593426
sentence_k,k_sentences,1,22.54678229119124,124,117,7,7,7,0,-377.1919860839844,-440.8009033203125,63.608917236328125,0.5436659592848557,63.60916598010226,-0.00024874377413652837
sentence_k,k_sentences,1,22.54678229119124,125,103,4,4,4,0,-430.03564453125,-468.9698486328125,38.9342041015625,0.37800198156856796,38.933932514628395,0.0002715869341045618
sentence_k,k_sentences,1,22.54678229119124,126,120,2,2,2,0,-638.3267822265625,-650.9227294921875,12.595947265625,0.10496622721354167,12.596243392676115,-0.000296127051115036
sentence_k,k_sentences,1,22.54678229119124,127,98,3,3,3,0,-433.15985107421875,-465.52996826171875,32.3701171875,0.3303073182397959,32.37001137062907,0.00010581687092781067
sentence_k,k_sentences,1,22.54678229119124,128,106,9,9,9,0,-429.6202392578125,-496.62982177734375,67.00958251953125,0.6321658728257665,67.0111033320427,-0.0015208125114440918
sentence_k,k_sentences,1,22.54678229119124,129,73,3,3,3,0,-215.22540283203125,-304.8030090332031,89.57760620117188,1.2270904959064641,89.57717549998779,0.0004307011840865016
sentence_k,k_sentences,1,22.54678229119124,131,117,3,3,3,0,-557.7077026367188,-574.194091796875,16.48638916015625,0.14090930906116453,16.48508493602276,0.0013042241334915161
sentence_k,k_sentences,1,22.54678229119124,132,116,6,6,6,0,-453.1390075683594,-509.05279541015625,55.913787841796875,0.4820154124292834,55.91357222534134,0.00021561645553447306
sentence_k,k_sentences,1,22.54678229119124,133,55,1,1,1,1,-178.52719116210938,-178.52719116210938,0.0,0.0,0.0,0.0
sentence_k,k_sentences,1,22.54678229119124,134,106,9,9,9,0,-227.63417053222656,-314.74493408203125,87.11076354980469,0.8217996561302329,87.11311824135191,-0.0023546915472252294
sentence_k,k_sentences,1,22.54678229119124,135,103,5,5,5,0,-454.6622619628906,-481.0328369140625,26.370574951171875,0.25602499952594054,26.369004786698497,0.0015701644733780995
sentence_k,k_sentences,1,22.54678229119124,136,120,5,5,5,0,-341.19244384765625,-431.8403625488281,90.64791870117188,0.7553993225097656,90.65082003532007,-0.0029013341481913812
sentence_k,k_sentences,1,22.54678229119124,137,90,4,4,4,0,-311.64801025390625,-372.3700866699219,60.722076416015625,0.6746897379557292,60.721865685191005,0.00021073082461953163
sentence_k,k_sentences,1,22.54678229119124,138,102,7,7,7,0,-330.39202880859375,-383.23699951171875,52.844970703125,0.5180879480698529,52.84429456316866,0.0006761399563401937
sentence_k,k_sentences,1,22.54678229119124,139,78,5,5,5,0,-177.7613525390625,-267.40771484375,89.6463623046875,1.1493123372395833,89.64881649455856,-0.002454189871059498
sentence_k,k_sentences,1,22.54678229119124,140,110,5,5,5,0,-395.8043518066406,-439.946533203125,44.142181396484375,0.401292558149858,44.144656362361275,-0.0024749658768996596
sentence_k,k_sentences,1,22.54678229119124,141,101,6,6,6,0,-283.23394775390625,-405.97442626953125,122.740478515625,1.2152522625309405,122.74089477068628,-0.000416255061281845
sentence_k,k_sentences,1,22.54678229119124,142,110,2,2,2,0,-390.80194091796875,-422.71246337890625,31.9105224609375,0.29009565873579546,31.908624694396167,0.0018977665413331124
sentence_k,k_sentences,1,22.54678229119124,143,102,3,3,3,0,-396.8622131347656,-434.5447998046875,37.682586669921875,0.36943712421492036,37.68271971066133,-0.00013304073945619166
sentence_k,k_sentences,1,22.54678229119124,144,93,5,5,5,0,-325.3015441894531,-362.4487609863281,37.147216796875,0.39943243867607525,37.14878027085797,-0.001563473982969299
sentence_k,k_sentences,1,22.54678229119124,145,118,4,4,4,0,-468.27044677734375,-503.820556640625,35.55010986328125,0.3012721174854343,35.54906276639667,0.0010470968845766038
sentence_k,k_sentences,1,22.54678229119124,146,95,8,8,8,0,-409.7361145019531,-476.10662841796875,66.37051391601562,0.6986369885896382,66.37004511593841,0.0004688000772148371
sentence_k,k_sentences,1,22.54678229119124,147,100,2,2,2,0,-344.28564453125,-385.96453857421875,41.67889404296875,0.4167889404296875,41.67939017583558,-0.0004961328668287024
sentence_k,k_sentences,1,22.54678229119124,148,118,14,14,14,0,-475.38690185546875,-559.90966796875,84.52276611328125,0.7162946280786546,84.52189380902564,0.0008723042556084692
sentence_k,k_sentences,1,22.54678229119124,149,60,1,1,1,1,-295.613037109375,-295.613037109375,0.0,0.0,0.0,0.0
sentence_k,k_sentences,1,22.54678229119124,150,116,4,4,4,0,-465.6703796386719,-524.2113037109375,58.540924072265625,0.504663138554014,58.542488239952945,-0.0015641676873201504
sentence_k,k_sentences,1,22.54678229119124,151,75,3,3,3,0,-378.49871826171875,-395.13409423828125,16.6353759765625,0.22180501302083333,16.635322596877813,5.3379684686660767e-05
sentence_k,k_sentences,1,22.54678229119124,152,120,9,9,9,0,-449.0089111328125,-527.190673828125,78.1817626953125,0.6515146891276041,78.18196411989629,-0.00020142458379268646
sentence_k,k_sentences,1,22.54678229119124,153,112,6,6,6,0,-406.95489501953125,-439.3470458984375,32.39215087890625,0.2892156328473772,32.39236389938742,-0.00021302048116922379
sentence_k,k_sentences,1,22.54678229119124,154,98,4,4,4,0,-364.43115234375,-403.7801513671875,39.3489990234375,0.40152039819834184,39.34917990921531,-0.00018088577780872583
sentence_k,k_sentences,1,22.54678229119124,155,93,5,5,5,0,-337.419921875,-390.7989501953125,53.3790283203125,0.5739680464549731,53.38116568682017,-0.002137366507668048
sentence_k,k_sentences,1,22.54678229119124,156,120,4,4,4,0,-585.744384765625,-654.1722412109375,68.4278564453125,0.5702321370442708,68.42763939019642,0.00021705511608161032
sentence_k,k_sentences,1,22.54678229119124,157,115,3,3,3,0,-293.5281066894531,-330.52532958984375,36.997222900390625,0.32171498174252716,36.9967642253614,0.00045867502922192216
sentence_k,k_sentences,1,22.54678229119124,158,81,2,2,2,0,-311.1461486816406,-332.6827697753906,21.53662109375,0.2658842110339506,21.537185636756476,-0.0005645430064760149
sentence_k,k_sentences,1,22.54678229119124,159,109,5,5,5,0,-433.74102783203125,-477.3489685058594,43.607940673828125,0.40007285021860667,43.60777915970539,0.0001615141227375716
sentence_k,k_sentences,1,22.54678229119124,160,110,5,5,5,0,-356.4228515625,-402.44232177734375,46.01947021484375,0.4183588201349432,46.01956709174556,-9.68769018072635e-05
sentence_k,k_sentences,1,22.54678229119124,161,88,4,4,4,0,-229.90684509277344,-319.6744384765625,89.76759338378906,1.0200862884521484,89.76943096492323,-0.0018375811341684312
sentence_k,k_sentences,1,22.54678229119124,162,106,6,6,6,0,-374.57965087890625,-474.7267150878906,100.14706420898438,0.9447836246130601,100.14602380373981,0.0010404052445665002
sentence_k,k_sentences,1,22.54678229119124,163,100,3,3,3,0,-444.67950439453125,-481.4223937988281,36.742889404296875,0.36742889404296875,36.74320654757321,-0.0003171432763338089
