category,index,text,T,n_blocks,ll_fwd,ll_token_rev,ll_block_rev,sigma_token,sigma_block,sigma_token_per_T,sigma_block_per_T
causal,11,"The baker mixed flour, eggs, and sugar together. She poured the batter into a round pan. She placed it in the oven for thirty minutes. The cake came out golden and perfectly risen.",39,4,-113.17886788398027,-284.02929002046585,-138.24677965044975,170.85042213648558,25.06791176646948,4.380780054781681,0.6427669683710123
causal,12,Snow fell heavily throughout the entire night. The roads were covered by early morning. Schools announced closures across the district. Children spent the whole day building snowmen outside.,33,4,-143.29044157266617,-277.42963671684265,-162.18323695659637,134.13919514417648,18.892795383930206,4.064824095278075,0.5725089510281881
causal,13,The hiker twisted her ankle on a rocky trail. She sat down and wrapped it with a bandage. She used a stick as a makeshift crutch. She slowly made her way back to camp.,41,4,-130.17860906245187,-323.6701925843954,-147.78626524098217,193.49158352194354,17.607656178530306,4.719306915169355,0.4294550287446416
causal,14,The power went out during the thunderstorm. The family searched for candles in the dark. They found a box of matches in a drawer. They lit several candles around the living room.,37,4,-120.5314572583884,-278.53655833005905,-137.5399988219142,158.00510107167065,17.008541563525796,4.27040813707218,0.4596903125277242
causal,15,He noticed a flat tire on his bicycle. He flipped the bike upside down carefully. He removed the damaged tire and patched the hole. He pumped it full of air and rode away.,37,4,-130.78101429343224,-275.09803123772144,-155.72074837237597,144.3170169442892,24.93973407894373,3.900459917413222,0.6740468669984792
causal,16,The toddler stacked wooden blocks into a tall tower. She placed one more block on the very top. The tower wobbled and then collapsed completely. She laughed and started building it again.,37,4,-144.53682148316875,-296.16802644729614,-166.83840300142765,151.6312049641274,22.3015815182589,4.098140674706146,0.6027454464394297
causal,17,The fisherman cast his line into the calm lake. He waited patiently for over an hour. The line suddenly jerked and went taut. He reeled in a large silver trout.,37,4,-142.04268992040306,-311.6938786506653,-153.11734203947708,169.65118873026222,11.074652119074017,4.58516726298006,0.29931492213713556
causal,18,Maria left her umbrella at home that morning. A rainstorm started during her lunch break. She ran from the office to her car quickly. Her clothes were completely soaked by the time she arrived.,39,4,-142.09523376822472,-302.3041468858719,-158.49100182950497,160.20891311764717,16.39576806128025,4.107920849170441,0.4204043092635962
causal,19,The pipe under the kitchen sink cracked open. Water sprayed all over the cabinet floor. He turned off the main water valve immediately. He called a plumber to fix the pipe.,36,4,-136.22986878082156,-261.48213306069374,-141.521314188838,125.25226427987218,5.291445408016443,3.479229563329783,0.14698459466712344
causal,20,The students filed into the auditorium for the assembly. The principal walked up to the microphone on stage. She announced the winners of the science fair. The audience clapped and cheered for them loudly.,40,4,-136.02799009880982,-320.54799503088,-155.70750170902465,184.52000493207015,19.67951161021483,4.613000123301754,0.49198779025537076
causal,21,He poured cereal into a bowl for breakfast. He opened the fridge to get the milk. The milk carton was completely empty inside. He ate the cereal dry with a sigh.,36,4,-119.91459587216377,-253.49172580242157,-138.68566504120827,133.5771299302578,18.771069169044495,3.71047583139605,0.5214185880290138
causal,22,The woman dropped her phone on the concrete sidewalk. The screen cracked from corner to corner. She took it to a repair shop downtown. The technician replaced the screen within an hour.,36,4,-132.37595413718373,-268.65150955319405,-148.47019053786062,136.27555541601032,16.09423640067689,3.7854320948891758,0.44706212224102476
causal,23,The bird gathered small twigs and bits of grass. It carefully wove them into a round nest. It laid three pale blue eggs inside. It sat on the nest to keep them warm.,39,4,-141.41812028829008,-314.976235114038,-163.91063619032502,173.5581148257479,22.49251590203494,4.450208072455075,0.5767311769752548
causal,24,The candle burned slowly on the windowsill all evening. The wax melted and dripped down the side. The flame flickered when a breeze came through. Eventually the candle went out on its own.,41,4,-133.84402569752547,-321.1820996403694,-147.34478752205177,187.33807394284395,13.500761824526307,4.569221315679121,0.32928687376893434
causal,25,The team trailed by ten points at halftime. The coach gave an encouraging speech in the locker room. The players returned to the court with new energy. They won the game by three points.,38,4,-115.91462344769388,-278.52332949638367,-127.48096419777721,162.60870604868978,11.566340750083327,4.279176474965521,0.3043773881600876
causal,26,She mixed red and blue paint on her palette. She brushed the purple mixture onto the canvas carefully. She added white highlights to create a soft glow. The finished painting depicted a quiet sunset scene.,39,4,-157.85552161931992,-294.40187326073647,-179.78246003389359,136.54635164141655,21.92693841457367,3.5011885036260653,0.5622291901172736
causal,27,The old car made a strange grinding noise. Smoke began to rise from under the hood. The driver pulled over to the side of the road. A tow truck arrived thirty minutes later to help.,39,4,-116.45929451286793,-303.63636326789856,-136.28608444333076,187.17706875503063,19.826789930462837,4.799412019359759,0.5083792289862266
causal,28,He dropped a coin into the vending machine slot. He pressed the button for a bottle of water. The machine hummed but nothing came out at all. He pressed the refund button and got his coin back.,42,4,-132.91344762407243,-306.8226589113474,-151.94229775294662,173.90921128727496,19.028850128874183,4.14069550683988,0.4530678602112901
causal,29,The temperature dropped below freezing overnight in the valley. The pond in the backyard froze completely solid. The children tested the ice with careful steps. They spent the afternoon sliding across the surface.,37,4,-166.5067888200283,-291.3153367638588,-175.35473960638046,124.80854794383049,8.847950786352158,3.3732039984819053,0.2391338050365448
noncausal,0,A violin is played with a bow. A flute is played by blowing air. A drum is played by striking it. A harp is played by plucking strings.,35,4,-95.60428583808243,-230.70551058650017,-114.85227402113378,135.10122474841774,19.247988183051348,3.860034992811935,0.5499425195157528
noncausal,1,Mars has two small moons orbiting around it. Jupiter has a giant red storm on its surface. Saturn is surrounded by bright visible rings. Neptune appears deep blue when seen from space.,36,4,-129.6615186855197,-265.77681040763855,-151.2231349684298,136.11529172211885,21.56161628291011,3.7809803256144128,0.5989337856363919
noncausal,2,A hexagon has exactly six straight sides. A triangle has exactly three interior angles. A pentagon can be regular or irregular in shape. An octagon is the shape of most stop signs.,39,4,-134.3759782090783,-286.18909710645676,-153.3837530426681,151.81311889737844,19.007774833589792,3.892644074291755,0.48737884188691777
noncausal,3,Cotton is a natural fiber grown in warm climates. Silk is produced by silkworms in their cocoons. Polyester is a synthetic material made from petroleum. Wool comes from the fleece of sheep.,41,4,-125.36672458564863,-344.10942155122757,-144.99413136625662,218.74269696557894,19.627406780608,5.335187730867779,0.47871723855141457
noncausal,4,A hammer is used to drive nails into wood. A wrench is designed to tighten and loosen bolts. A screwdriver turns screws by rotating the handle. A level checks whether a surface is perfectly horizontal.,40,4,-152.04639242589474,-284.3237963318825,-166.18333656340837,132.27740390598774,14.136944137513638,3.3069350976496934,0.35342360343784096
noncausal,5,Owls can rotate their heads almost all the way around. Eagles have extremely sharp long-distance vision capabilities. Penguins are birds that cannot fly but swim well. Hummingbirds can hover in place by beating wings rapidly.,45,4,-198.28544211387634,-383.1493710279465,-208.43446180969477,184.86392891407013,10.149019695818424,4.108087309201559,0.2255337710181872
noncausal,6,Copper is an excellent conductor of electrical current. Rubber is commonly used as an insulating material. Gold resists corrosion even in harsh chemical environments. Aluminum is lightweight yet surprisingly strong for its weight.,39,4,-128.0298691391945,-308.7361939549446,-132.09313713014126,180.70632481575012,4.06326799094677,4.633495508096157,0.10418635874222486
noncausal,7,A sonnet traditionally contains fourteen lines of verse. A haiku consists of seventeen syllables in total. A limerick follows a distinct five-line rhyme scheme. An epic poem typically tells a long heroic story.,44,4,-182.32686329632998,-394.1264661550522,-198.8178585320711,211.7996028587222,16.49099523574114,4.813627337698232,0.3747953462668441
noncausal,8,"Broccoli belongs to the same family as cabbage. Carrots are root vegetables that grow underground in soil. Bell peppers come in green, red, and yellow varieties. Spinach leaves are rich in iron and other vitamins.",44,4,-130.01333359320415,-350.4137736558914,-145.9961026464589,220.40044006268727,15.982769053254742,5.0091009105156195,0.36324475121033506
noncausal,9,The Sahara Desert covers much of northern Africa. The Gobi Desert stretches across parts of Mongolia. The Atacama Desert in Chile is extremely dry year-round. The Kalahari Desert lies in southern Africa's interior.,45,4,-131.7515031818184,-358.6030417382717,-144.8529324135161,226.8515385564533,13.101429231697693,5.0411453012545175,0.2911428718155043
noncausal,10,A stethoscope lets doctors listen to heart and lung sounds. A thermometer measures the body temperature of a patient. A blood pressure cuff wraps around the upper arm tightly. An otoscope is used to examine the inside of ears.,47,4,-147.27889410126954,-373.81407883763313,-159.576538504567,226.5351847363636,12.297644403297454,4.819897547582204,0.2616520085807969
noncausal,11,Granite is a hard igneous rock found in mountains. Limestone forms from the remains of marine organisms. Sandstone is made of compressed sand grains over time. Obsidian is a dark glassy rock of volcanic origin.,46,4,-175.42590415291488,-367.904239654541,-188.8842333529028,192.47833550162613,13.45832919998793,4.184311641339699,0.29257237391278107
noncausal,12,French is an official language in over twenty countries. Mandarin Chinese has the most native speakers worldwide. Arabic is written and read from right to left. Portuguese is the main language spoken in Brazil.,38,4,-130.54369982308708,-252.42180348187685,-135.88665070873685,121.87810365878977,5.3429508856497705,3.207318517336573,0.14060397067499397
noncausal,13,A lighthouse guides ships safely away from rocky coasts. A compass needle always points toward magnetic north. An anchor holds a boat in place on the water. A buoy floats on the surface to mark positions.,40,4,-172.65348012000322,-303.893488034606,-189.730159888044,131.24000791460276,17.076679768040776,3.281000197865069,0.4269169942010194
noncausal,14,Maple trees produce sweet sap used to make syrup. Baobab trees can store water inside their thick trunks. Willow trees have long drooping branches that sway gently. Pine trees keep their needle-shaped leaves all year long.,47,4,-195.62699289619923,-409.94796147942543,-208.6311053612735,214.3209685832262,13.004112465074286,4.560020608153749,0.2766832439377508
noncausal,15,A waltz is danced in three-quarter time signature. The tango originated in the dance halls of Argentina. Ballet dancers often perform on the tips of their toes. A polka involves lively hopping steps in quick tempo.,47,4,-220.24495305120945,-422.3365321159363,-231.55603865161538,202.09157906472683,11.311085600405931,4.299820831164401,0.2406613957533177
noncausal,16,Mercury is the closest planet to our sun. Venus rotates in the opposite direction of most planets. Earth is the only known planet with liquid surface water. Mars has the tallest volcano in the solar system.,42,4,-129.72260437262594,-290.0688477754593,-133.10835056129145,160.34624340283335,3.3857461886655074,3.817767700067461,0.08061300449203589
noncausal,17,A kayak is a narrow boat propelled by a double-bladed paddle. A canoe is typically open on top and uses single paddles. A sailboat moves across water using wind-caught sails. A raft is a flat floating platform made of logs.,53,4,-182.21877314336598,-408.2458198219538,-202.62757529877126,226.0270466785878,20.408802155405283,4.264661258086562,0.38507173878123174
noncausal,18,Chess is a strategy game played on sixty-four squares. Checkers uses only the dark squares of the board. Backgammon involves moving pieces based on dice rolls. Go is played by placing stones on a grid.,45,4,-172.90040892979596,-375.6030215024948,-191.74748708878178,202.70261257269885,18.847078158985823,4.50450250161553,0.41882395908857384
noncausal,19,Cobras can spread a wide hood behind their head. Rattlesnakes shake their tail segments as a warning signal. Pythons squeeze their prey with powerful muscular coils. Chameleons change color to blend with their surroundings.,47,4,-200.19400279410183,-412.28602623939514,-213.60897058527917,212.0920234452933,13.414967791177332,4.512596243516879,0.2854248466207943
noncausal,20,A barometer measures atmospheric pressure in the air. A rain gauge collects and measures rainfall amounts precisely. An anemometer spins to measure the speed of wind. A hygrometer detects the level of moisture in the air.,46,4,-150.24299907311797,-336.94050773978233,-164.29235145635903,186.69750866666436,14.049352383241057,4.058641492753573,0.30542070398350124
noncausal,21,Brick houses are common in many parts of England. Adobe structures are traditional in the American Southwest region. Wooden cabins are typical in Scandinavian forest areas. Stone cottages dot the countryside of rural Ireland.,42,4,-171.83238400006667,-339.22287142276764,-183.69351183867548,167.39048742270097,11.861127838608809,3.9854877957785946,0.28240780568116214
noncausal,22,A microscope magnifies objects too small for the naked eye. A telescope brings distant celestial objects into clear view. Binoculars use two lenses to enlarge faraway scenes. A magnifying glass focuses light through a single convex lens.,47,4,-168.59683091187617,-384.3733187317848,-175.44550802308368,215.77648781990865,6.8486771112075076,4.590989102551248,0.1457165342810108
noncausal,23,"A baker prepares bread, cakes, and pastries for sale. A blacksmith shapes metal using heat and a heavy hammer. A carpenter builds structures and furniture out of wood. A potter forms clay into bowls, cups, and vases.",50,4,-162.23711945558898,-371.4167042672634,-176.29335476155393,209.17958481167443,14.056235305964947,4.1835916962334885,0.28112470611929896
noncausal,24,Lake Baikal in Russia holds the most freshwater by volume. Lake Titicaca sits high in the Andes mountain range. The Great Salt Lake in Utah has very salty water. Lake Victoria is the largest lake on the African continent.,48,4,-155.24595517187845,-390.1135256290436,-169.27149918861687,234.86757045716513,14.025544016738422,4.893074384524273,0.29219883368205046
noncausal,25,A refrigerator keeps food cold to prevent spoiling quickly. A dishwasher cleans plates and utensils with hot water. A microwave heats food by using electromagnetic radiation waves. A toaster browns slices of bread using electric heating elements.,47,4,-173.45738436650572,-370.40768057107925,-206.0363592291833,196.95029620457353,32.57897486267757,4.190431834139862,0.69316967792931
noncausal,26,Lavender is often used in soaps for its calming scent. Basil is a popular herb in Italian cooking recipes. Rosemary grows well in dry and sunny garden conditions. Mint spreads quickly and can take over a garden bed.,46,4,-179.59316777065396,-382.294126868248,-190.83132891356945,202.70095909759402,11.238161142915487,4.406542589078131,0.24430785093294538
noncausal,27,A marathon covers a distance of about forty-two kilometers. The high jump requires athletes to leap over a horizontal bar. Shot put involves throwing a heavy metal ball for distance. A relay race requires teammates to pass a baton smoothly.,47,4,-201.77606354653835,-375.7207998037338,-215.04625582695007,173.94473625719547,13.27019228041172,3.7009518352594784,0.2823445166045047
noncausal,28,Morse code uses dots and dashes to represent letters. Braille uses raised dots so blind people can read. Semaphore uses hand-held flags to signal messages visually. Sign language conveys meaning through hand shapes and movements.,47,4,-205.0837623551488,-409.0634114742279,-225.52418456505984,203.9796491190791,20.44042220991105,4.339992534448492,0.43490260021087335
noncausal,29,Beeswax is used to make natural candles and lip balm. Honey contains natural sugars produced by bees from nectar. Royal jelly is a special substance that feeds queen bees. Propolis is a resin bees use to seal gaps in hives.,51,4,-189.08862056955695,-422.5060786008835,-224.10287232650444,233.41745803132653,35.01425175694749,4.57681290257503,0.6865539560185782
