category,index,text,T,n_blocks,ll_fwd,ll_token_rev,ll_block_rev,sigma_token,sigma_block,sigma_token_per_T,sigma_block_per_T
causal,10,The mechanic lifted the hood of the car. She found a loose battery cable inside. She tightened the connection with a small wrench. The engine started smoothly after that repair.,34,4,-137.49277862906456,-258.48137643933296,-152.11963492631912,120.9885978102684,14.626856297254562,3.558488170890247,0.4302016558016048
causal,11,A child built a tall sandcastle near the shore. Small waves crept closer across the beach. One larger wave reached the castle wall. The towers collapsed into wet sand.,34,4,-149.2051236629486,-276.44251227378845,-174.1608322262764,127.23738861083984,24.95570856332779,3.7422761356129364,0.7339914283331703
causal,12,The museum guard spotted a dropped ticket stub. He followed the visitor toward the painting hall. He called out before she reached the staircase. She smiled and took the stub back.,35,4,-149.73672711849213,-273.222949385643,-177.98845770955086,123.48622226715088,28.25173059105873,3.5281777790614535,0.8071923026016781
causal,13,Priya opened the recipe book to a marked page. She chopped onions and carrots on the board. Soup simmered slowly in the pot. The kitchen smelled warm and savory by dinner.,39,4,-174.8751407271484,-319.1581754684448,-183.1052099825465,144.28303474129643,8.23006925539812,3.6995649933665753,0.21102741680508003
causal,14,The printer flashed a warning on its screen. Ben opened the tray and removed jammed paper. He straightened the stack and closed the cover. Fresh pages rolled out a moment later.,36,4,-156.8289324240759,-285.98229587078094,-174.89853351563215,129.15336344670504,18.06960109155625,3.58759342907514,0.5019333636543403
causal,15,A small kite tugged against the string. Rosa ran across the windy field. The kite climbed above the trees. Her little brother cheered from the blanket nearby.,35,4,-152.38742347061634,-290.93522453308105,-167.28621448669583,138.5478010624647,14.898791016079485,3.958508601784706,0.4256797433165567
causal,16,The power went out during the storm. Rooms fell dark across the apartment building. Neighbors lit candles and checked on each other. Electricity returned after the rain weakened.,33,4,-136.14986470062286,-280.16153621673584,-153.54466449841857,144.01167151611298,17.394799797795713,4.363990045942818,0.5271151453877488
causal,17,Jon spilled juice across his homework page. He grabbed a towel from the kitchen drawer. He copied the answers onto a clean sheet. His teacher received the dry version later.,34,4,-160.4587835073471,-281.0257731080055,-184.38672572374344,120.56698960065842,23.927942216396332,3.54608792943113,0.703763006364598
causal,18,The photographer adjusted the tripod near the lake. She waited for the sun to lower. Orange light spread across the still water. She pressed the shutter and captured the scene.,34,4,-127.79234851896763,-252.53840899467468,-144.0817030146718,124.74606047570705,16.289354495704174,3.6690017786972664,0.47909866163835807
causal,19,A squirrel buried a nut beside the fence. Snow covered the yard during winter. Spring rain softened the ground again. A small plant appeared in that spot later.,32,4,-151.06281179189682,-267.9503490924835,-171.59341341257095,116.8875373005867,20.530601620674133,3.6527355406433344,0.6415813006460667
causal,20,The cashier counted the coins twice. The total matched the printed receipt. She placed the change into the drawer. The customer left with bread and milk.,31,4,-124.1919781267643,-237.28706312179565,-147.22773709893227,113.09508499503136,23.03575897216797,3.6482285482268177,0.7430889991021925
causal,21,"Marta packed boots, a map, and lunch. She followed the trail into the forest. She reached the lookout by noon. She ate her sandwich while watching distant mountains.",35,4,-141.9296093583107,-267.8203604966402,-168.51499593257904,125.8907511383295,26.58538657426834,3.5968786039522715,0.759582473550524
causal,22,The soccer ball rolled into the street. Devin chased it from the sidewalk. A neighbor stopped the ball with his foot. Devin thanked him and returned to the park.,33,4,-132.4789161682129,-254.77934277057648,-142.73677396774292,122.30042660236359,10.25785779953003,3.706073533404957,0.31084417574333423
causal,23,The librarian found a torn page in the novel. She set the book on her repair table. She applied clear tape along the edge. The book returned to the shelf afterward.,36,4,-140.62150862812996,-272.40686574578285,-164.331357806921,131.7853571176529,23.709849178791046,3.660704364379247,0.6586069216330847
causal,24,The chef cracked three eggs into a bowl. He whisked them with salt and pepper. Butter melted in the warm pan. A soft omelet slid onto the plate.,35,4,-117.34409865469206,-263.8496046066284,-148.71544782319688,146.50550595193636,31.37134916850482,4.185871598626753,0.8963242619572807
causal,25,A student missed the first train downtown. She checked the schedule on her phone. Another train arrived eight minutes later. She reached the interview just on time.,31,4,-129.9933890849352,-242.7573053240776,-137.3250735104084,112.76391623914242,7.331684425473213,3.6375456851336265,0.23650594920881332
causal,26,The carpenter measured the doorway with a steel tape. He cut a pine board in the workshop. He sanded the edges until they felt smooth. The new shelf fit perfectly inside.,37,4,-152.83978424221277,-305.6918999403715,-181.43744057416916,152.85211569815874,28.597656331956387,4.131138262112398,0.7729096305934159
causal,27,A bee landed on the purple flower. It gathered pollen from the open petals. It flew back toward the hive nearby. Honey slowly filled the combs over many days.,35,4,-149.82329910993576,-284.2264097034931,-172.57202329486609,134.40311059355736,22.748724184930325,3.840088874101639,0.6499635481408664
causal,28,The campfire burned low after midnight. Ash settled around the glowing logs. Kim added two dry pieces of wood. Bright flames rose and warmed the group again.,32,4,-167.40745291113853,-264.03145283460617,-175.26875481009483,96.62399992346764,7.861301898956299,3.0194999976083636,0.24566568434238434
causal,29,The ice on the sidewalk began to melt. Water ran toward the drain by noon. The surface dried under clear sunlight. Children rode scooters there after school.,32,4,-146.8565808236599,-274.35221683979034,-164.02764550223947,127.49563601613045,17.17106467857957,3.9842386255040765,0.5365957712056115
noncausal,0,A violin is played with a bow. A flute is played by blowing air. A drum is played by striking it. A harp is played by plucking strings.,35,4,-95.60428583808243,-230.70551058650017,-114.85227402113378,135.10122474841774,19.247988183051348,3.860034992811935,0.5499425195157528
noncausal,1,A camel stores fat in its hump for energy. A penguin has dense feathers that resist cold water. A kangaroo carries young inside a front pouch. A chameleon can change skin color for signaling and camouflage.,45,4,-199.82956032082438,-379.36355996131897,-209.41491441393737,179.53399964049459,9.585354093112983,3.989644436455435,0.21300786873584407
noncausal,2,Granite is a hard rock used in buildings and counters. Clay becomes ceramic after firing in a hot kiln. Cork comes from the bark of certain oak trees. Wool traps air and helps retain body warmth.,43,4,-200.2046863567084,-372.77714562416077,-213.4732477143407,172.57245926745236,13.26856135763228,4.013313006219822,0.30857119436354136
noncausal,3,A lighthouse helps ships identify dangerous coasts at night. A compass shows direction using Earth's magnetic field. A sextant measures angles between celestial objects and the horizon. A map scale converts paper distances into real distances.,43,4,-186.70692760497332,-344.9783193394542,-203.26520071178675,158.27139173448086,16.55827310681343,3.680730040336764,0.38507611876310305
noncausal,4,Mercury is the smallest planet in the solar system. Saturn has bright rings made of ice and rock. Mars contains iron oxide that gives the surface color. Neptune has powerful winds in its upper atmosphere.,40,4,-138.03295255103149,-297.08251655101776,-150.91642629052512,159.04956399998628,12.883473739493638,3.976239099999657,0.32208684348734096
noncausal,5,A cactus stores water inside thick stems. Moss often grows well in damp shady places. Bamboo is a grass with hollow jointed stems. Maple trees produce winged seeds called samaras.,40,4,-190.46561241149902,-335.0100018978119,-208.05130171775818,144.54438948631287,17.585689306259155,3.6136097371578217,0.4396422326564789
noncausal,6,A teaspoon is commonly used for stirring tea. A ladle is useful for serving soup from deep pots. A whisk mixes eggs and cream with many wire loops. A colander drains water from pasta and washed vegetables.,43,4,-209.54792821290903,-329.68657498061657,-219.67576879868284,120.13864676770754,10.12784058577381,2.7939220178536637,0.23553117641334442
noncausal,7,"A glacier is a large mass of moving ice. A volcano releases magma, ash, and gases from Earth's crust. A canyon is a deep valley with steep sides. A delta forms where a river drops sediment near its mouth.",47,4,-179.11575013026595,-340.5358595997095,-190.24570483062416,161.42010946944356,11.129954700358212,3.43447041424348,0.23680754681613217
noncausal,8,"A bee belongs to the insect group called Hymenoptera. A whale breathes air through lungs, not gills. A gecko uses tiny toe structures for climbing smooth walls. A snail carries a shell that protects its soft body.",48,4,-193.47207680204883,-413.7479908913374,-206.03516755066812,220.27591408928856,12.563090748619288,4.589081543526845,0.26173105726290186
noncausal,9,A library card allows borrowing from many public collections. A dictionary explains word meanings and common usage. A bookmark keeps a reader's place inside a book. A paperback usually weighs less than a hardcover edition.,41,4,-173.33060616254807,-320.00881627202034,-188.33821773994714,146.67821010947227,15.007611577399075,3.5775173197432264,0.3660393067658311
noncausal,10,"Copper conducts electricity very well in household wiring. Rubber resists water and provides useful surface grip. Glass can be transparent, colored, or frosted. Cotton absorbs moisture and feels soft against skin.",39,4,-175.4976512491703,-337.0275536775589,-180.6901729106903,161.5299024283886,5.192521661520004,4.141792369958682,0.1331415810646155
noncausal,11,The trumpet produces sound through vibrating lips and tubing. The clarinet uses a single reed on its mouthpiece. The cello is held between the knees while playing. The xylophone uses wooden bars with different pitches.,46,4,-192.08009426575154,-387.972206607461,-204.23869733791798,195.89211234170943,12.158603072166443,4.258524181341509,0.26431745809057483
noncausal,12,An octopus has eight arms lined with sensitive suckers. A jellyfish moves by pulsing its soft bell. A starfish can regenerate damaged limbs in some species. A seahorse swims upright and has a curled tail.,47,4,-188.05867311847396,-416.6268547177315,-193.59405398205854,228.5681815992575,5.535380863584578,4.863152799984203,0.11777406092733145
noncausal,13,"A thermometer measures temperature in air, liquid, or solid materials. A barometer measures atmospheric pressure for weather observation. A hygrometer estimates moisture levels in the air. An anemometer records wind speed using rotating cups or sensors.",49,4,-182.31490426231176,-370.86876779794693,-193.47655686642975,188.55386353563517,11.16165260411799,3.8480380313394935,0.22778882865546918
noncausal,14,"Bread dough contains flour, water, and yeast. Olive oil is pressed from ripe olives. Yogurt forms when bacteria ferment milk sugars. Cinnamon comes from the inner bark of certain trees.",39,4,-153.55541186094342,-332.818255007267,-170.5483370333095,179.26284314632358,16.992925172366085,4.5964831575980405,0.43571603006066884
noncausal,15,A watercolor brush holds diluted pigment in soft bristles. Charcoal creates dark marks that smudge easily on paper. Canvas is a common surface for acrylic painting. A palette knife spreads thick paint with a flat edge.,45,4,-205.08081182092428,-384.4879252910614,-212.82726508751512,179.40711347013712,7.746453266590834,3.986824743780825,0.17214340592424074
noncausal,16,A spider spins silk from glands in its abdomen. A beetle has hardened front wings called elytra. A butterfly tastes with sensory organs on its feet. A dragonfly has large eyes and two pairs of wings.,43,4,-182.31544359307736,-327.80325581133366,-189.2068273006007,145.4878122182563,6.891383707523346,3.3834374934478206,0.16026473738426386
noncausal,17,A refrigerator keeps food cold with a compressor system. A toaster browns bread using electric heating elements. A vacuum cleaner removes dust with suction and filters. A blender chops and mixes food with fast rotating blades.,43,4,-193.13543871464208,-319.4867497906089,-207.15694615244865,126.3513110759668,14.021507437806576,2.9384025831620186,0.32608156832108315
noncausal,18,A rainbow appears when sunlight interacts with water droplets. Fog is a cloud that forms near the ground. Hail consists of layered ice formed in strong storms. Dew collects on cool surfaces during humid conditions.,40,4,-187.21630356344394,-337.5098744034767,-208.76432346075308,150.29357084003277,21.548019897309132,3.757339271000819,0.5387004974327283
noncausal,19,"A bridge spans a gap for roads, rails, or paths. A tunnel passes through earth, rock, or underwater routes. A tower rises vertically above nearby structures. A courtyard is an open area enclosed by buildings.",43,4,-177.42693988233805,-296.2336254045367,-186.34540066868067,118.80668552219868,8.91846078634262,2.762946174934853,0.2074060647986656
noncausal,20,A panda eats large amounts of bamboo each day. A tiger has striped fur that aids camouflage. A koala sleeps many hours in eucalyptus trees. A lemur is a primate native to Madagascar.,45,4,-163.12621475255582,-394.6583763360977,-176.29844441084424,231.5321615835419,13.172229658288416,5.145159146300931,0.29271621462863145
noncausal,21,A stamp shows that postage has been paid for mail. An envelope protects letters during handling and delivery. A mailbox receives outgoing letters and small parcels. A postcard usually contains a picture on one side.,40,4,-173.3544297069311,-297.4898905158043,-178.61394074559212,124.13546080887318,5.259511038661003,3.1033865202218296,0.13148777596652508
noncausal,22,A soccer goal has a frame and a net. A tennis racket uses strings stretched across an oval head. A helmet protects the skull during many sports. A stopwatch measures elapsed time during races and training.,41,4,-177.173832193017,-321.40256856381893,-202.68308064341545,144.22873637080193,25.509248450398445,3.5177740578244374,0.6221767914731328
noncausal,23,A fern reproduces with spores instead of seeds. Lavender has a strong scent and purple flowers. Ivy can climb walls using small aerial roots. Sunflowers track sunlight when the plants are young.,41,4,-191.4538523890078,-370.6965070962906,-199.53722268529236,179.24265470728278,8.083370296284556,4.371772066031287,0.19715537308011113
noncausal,24,"An airport handles flights, baggage, and passenger screening. A harbor shelters boats near docks and piers. A station serves trains and local transit lines. A terminal is a building for travel arrivals and departures.",41,4,-181.30024503730237,-292.6667136847973,-192.42183448933065,111.36646864749491,11.121589452028275,2.7162553328657295,0.2712582793177628
noncausal,25,Silver reflects light strongly and is used in mirrors. Tin resists corrosion and coats some steel cans. Nickel appears in many alloys and rechargeable batteries. Aluminum is lightweight and useful for aircraft structures.,39,4,-180.7325981296599,-306.9160314798355,-194.5920933112502,126.18343335017562,13.859495181590319,3.2354726500045032,0.3553716713228287
noncausal,26,A puzzle uses separate pieces that fit into a whole. A chessboard has sixty four squares in alternating colors. Playing cards are printed on stiff paper stock. A die usually has six numbered faces.,39,4,-184.68743628263474,-315.8935046195984,-195.29185926914215,131.20606833696365,10.604422986507416,3.3642581624862475,0.27190828170531833
noncausal,27,A desert often receives very little annual rainfall. A rainforest supports dense plant life and high biodiversity. A prairie contains grasses and few large trees. A tundra has cold soils and short growing seasons.,43,4,-162.71926831046585,-351.91287237405777,-172.51909363572486,189.19360406359192,9.799825325259008,4.399851257292835,0.22790291454090716
noncausal,28,A microscope enlarges tiny objects with lenses and light. A telescope gathers distant light from stars and planets. A ruler measures length with marked units. A scale compares weight or mass using calibrated parts.,39,4,-187.8062573671341,-269.316952817142,-202.32761680032127,81.51069545000792,14.521359433187172,2.090017832051485,0.37234254956890184
noncausal,29,A swan has a long neck and broad wings. A robin often has a red or orange breast. An owl can rotate its head through a wide angle. A parrot has a curved beak suited for cracking seeds.,46,4,-176.79636556608602,-342.7420983314514,-186.2116547357291,165.9457327653654,9.415289169643074,3.607515929681856,0.20468019934006684
