category,index,text,T,n_blocks,ll_fwd,ll_token_rev,ll_block_rev,sigma_token,sigma_block,sigma_token_per_T,sigma_block_per_T
causal,16,The runner heard the starting pistol near the track. The runner pushed hard against the blocks. The runner accelerated around the sharp curve. The runner crossed the finish line ahead.,34,4,-108.86163759743795,-208.01773309707642,-111.48984807077795,99.15609549963847,2.6282104733400047,2.916355749989367,0.0773003080394119
causal,17,The cat noticed a moth beside the lamp. The cat jumped onto the narrow shelf. The cat knocked a flowerpot from the narrow shelf. The cat scattered dark soil across the rug.,37,4,-125.36475557042286,-223.04671689122915,-126.26158820837736,97.6819613208063,0.8968326379545033,2.6400530086704403,0.024238719944716304
causal,18,The snowball rolled down the steep hillside. The snowball gathered fresh snow on the steep hillside. The snowball struck the wooden fence post. The snowball broke apart beside the wooden fence post.,42,4,-101.08809508709237,-233.80664294213057,-116.79933714307845,132.7185478550382,15.711242055986077,3.159965425119957,0.3740771918091923
causal,19,The old tree bent under the strong wind. The old tree cracked above the hollow trunk. The old tree dropped the heavy branch onto the shed roof. The old tree damaged the shed roof with the heavy branch.,42,4,-118.78128352575004,-180.2450954951346,-130.01600311649963,61.46381196938455,11.234719590749592,1.463424094509156,0.26749332358927597
causal,20,The egg slipped from the tilted carton. The egg rolled across the kitchen counter. The egg dropped onto the stone floor. The egg spread yellow yolk across the stone floor.,36,4,-102.68532554805279,-220.15177181363106,-123.41803966928273,117.46644626557827,20.732714121229947,3.2629568407105074,0.5759087255897207
causal,21,The soap bubble floated above the bathroom sink. The soap bubble touched the rough wall. The soap bubble burst against the rough wall. The soap bubble left a small wet circle on the rough wall.,39,4,-104.55540281254798,-189.72174257785082,-111.7023977022618,85.16633976530284,7.146994889713824,2.183752301674432,0.18325627922343138
causal,22,The delivery truck hit a deep roadside hole. The delivery truck bounced beside the curb. The delivery truck dropped the unsecured box near the back wheel. The delivery truck crushed the unsecured box under the back wheel.,43,4,-134.66355671733618,-239.43682296574116,-139.61677993368357,104.77326624840498,4.953223216347396,2.436587587172209,0.11519123758947433
causal,23,The camera slipped from the loose tripod plate. The camera struck the wooden stage floor. The camera cracked the glass lens cover. The camera recorded a blurred image of the ceiling.,35,4,-125.0313660800457,-195.6222616881132,-136.56943401694298,70.59089560806751,11.538067936897278,2.016882731659072,0.3296590839113508
causal,24,The match scraped against the rough box surface. The match produced a bright yellow spark. The match ignited the dry paper below. The match started a small fire in the grate.,35,4,-135.24895107746124,-192.2305503692478,-123.82778994739056,56.98159929178655,-11.421161130070686,1.6280456940510444,-0.32631888943059106
causal,25,The bread dough rested inside the warm bowl. The bread dough expanded beneath the clean cloth. The bread dough rose above the warm bowl. The bread dough spilled from the warm bowl onto the counter.,39,4,-108.82231991318986,-203.73517718352377,-110.63039951957762,94.91285727033392,1.8080796063877642,2.433663006931639,0.04636101554840421
causal,26,The fountain pen leaked inside the jacket pocket. The fountain pen soaked the white cotton lining. The fountain pen stained the folded train ticket. The fountain pen ruined the folded train ticket.,36,4,-114.3676803233102,-193.6591306105256,-125.54746161634102,79.29145028721541,11.179781293030828,2.2025402857559837,0.31054948036196744
causal,27,The fishing line tightened beneath the lake surface. The fishing line pulled against the flexible rod. The fishing line snapped near the metal hook. The fishing line vanished below the lake surface.,36,4,-120.82071598619223,-178.66795285511762,-121.01480803638697,57.84723686892539,0.1940920501947403,1.6068676908034831,0.005391445838742786
causal,28,The campfire caught the dry pine needles. The campfire spread across the stacked branches. The campfire heated the black cooking pot. The campfire boiled soup inside the black cooking pot.,38,4,-117.24226677371189,-212.1582112191245,-125.89662830298766,94.9159444454126,8.654361529275775,2.497788011721384,0.22774635603357302
causal,29,The snowplow entered the blocked country road. The snowplow pushed deep snow toward the shoulder. The snowplow exposed the frozen pavement below. The snowplow opened the blocked country road for traffic.,43,4,-122.10173768363893,-245.32529063057154,-129.8428450943902,123.22355294693261,7.741107410751283,2.8656640220216887,0.18002575373840193
causal,30,The package moved along the warehouse conveyor belt. The package struck a raised metal guide. The package tumbled from the warehouse conveyor belt. The package split open on the concrete floor.,36,4,-120.25391746195965,-220.00386729091406,-128.6805440299213,99.74994982895441,8.426626567961648,2.770831939693178,0.2340729602211569
causal,31,The heavy door caught a sudden gust. The heavy door swung across the hallway. The heavy door struck the plaster wall. The heavy door left a deep round dent in the plaster wall.,37,4,-116.404541881755,-195.46003964357078,-118.34574015624821,79.05549776181579,1.9411982744932175,2.13663507464367,0.05246481822954642
causal,32,The rowboat drifted toward the rocky shore. The rowboat struck a hidden underwater stone. The rowboat opened a crack along the hull. The rowboat filled slowly with cold water.,37,4,-103.32935238920618,-209.12448744103312,-110.06521113729104,105.79513505182695,6.7358587480848655,2.8593279743737012,0.1820502364347261
causal,33,The elevator lost power between two floors. The elevator stopped inside the dark shaft. The elevator triggered the emergency alarm. The elevator remained closed inside the dark shaft.,32,4,-100.6685603056103,-168.03137723729014,-104.83490615757182,67.36281693167984,4.166345851961523,2.105088029114995,0.1301983078737976
causal,34,The alarm bell sensed smoke above the oven. The alarm bell emitted a sharp warning sound. The alarm bell alerted the cooks nearby. The alarm bell prompted an immediate kitchen evacuation.,35,4,-120.4066529776901,-210.55768771236762,-128.14928040839732,90.15103473467752,7.742627430707216,2.575743849562215,0.22121792659163475
causal,35,The warehouse robot received a packing command. The warehouse robot lifted the sealed carton. The warehouse robot carried the sealed carton toward storage. The warehouse robot placed the sealed carton on the correct shelf.,41,4,-114.29671285836957,-229.89934360980988,-126.99934419570491,115.6026307514403,12.702631337335333,2.8195763597912267,0.30982027652037397
causal,36,The construction crane raised the steel beam. The construction crane swung the steel beam above the frame. The construction crane lowered the steel beam between two columns. The construction crane secured the steel beam against the supports.,41,4,-106.46399698453024,-177.1054048538208,-114.91814108844846,70.64140786929056,8.454144103918225,1.7229611675436722,0.2061986366809323
causal,37,The painter opened a fresh paint can. The painter dipped a wide brush into the blue paint. The painter covered the bare wall with the blue paint. The painter finished the bare wall with smooth strokes.,40,4,-106.96247702091932,-206.14933396875858,-117.01701985299587,99.18685694783926,10.05454283207655,2.4796714236959816,0.25136357080191374
causal,38,The gardener loosened the dry garden soil. The gardener planted the bean seeds in the garden rows. The gardener covered the bean seeds with the dry garden soil. The gardener watered the garden rows with a metal can.,48,4,-107.5911820307374,-244.14641737937927,-107.05764403758803,136.55523534864187,-0.5335379931493662,2.844900736430039,-0.011115374857278463
causal,39,The ceramic bowl slipped from the wet counter. The ceramic bowl struck the sink edge. The ceramic bowl cracked along the painted rim. The ceramic bowl separated into three large pieces.,35,4,-115.7883459571749,-195.91304260119796,-113.81277563981712,80.12469664402306,-1.9755703173577785,2.2892770469720873,-0.056444866210222246
causal,40,The violin string tightened beneath the tuning peg. The violin string stretched beyond the safe tension. The violin string snapped above the fingerboard. The violin string struck the polished wooden bridge.,36,4,-125.2164071649313,-210.00261771399528,-118.09773128479719,84.78621054906398,-7.118675880134106,2.3551725152517773,-0.19774099667039183
causal,41,The laptop overheated beneath a thick blanket. The laptop slowed during the large file transfer. The laptop shut down without a warning. The laptop lost the unsaved document changes.,35,4,-127.21253443695605,-266.86331932991743,-129.26675405167043,139.65078489296138,2.054219614714384,3.990022425513182,0.05869198899183955
causal,42,The suitcase rolled down the sloped station platform. The suitcase crossed the yellow safety line. The suitcase struck the side of the departing train. The suitcase broke open beside the tracks.,36,4,-109.9895404651761,-250.95858762040734,-123.57425533235073,140.96904715523124,13.584714867174625,3.91580686542309,0.3773531907548507
causal,43,The front tire crossed a strip of broken glass. The front tire developed a narrow puncture. The front tire lost air along the road. The front tire flattened beneath the bicycle frame.,37,4,-121.96244512102567,-235.23708245903254,-127.67456388287246,113.27463733800687,5.712118761846796,3.0614766848109967,0.1543815881580215
causal,44,The kite caught a strong gust above the field. The kite pulled the thin string through Leo's fingers. The kite escaped over the tall trees. The kite tangled around a distant power line.,38,4,-134.30332681536674,-240.5112710222602,-137.85023625940084,106.20794420689344,3.5469094440340996,2.7949459001814065,0.09333972221142367
causal,45,The dam gate opened under the rising water pressure. The dam gate released a powerful stream downstream. The dam gate lowered the reservoir level. The dam gate reduced the rising water pressure against the concrete wall.,40,4,-127.52325535938144,-188.006819806993,-128.3449242953211,60.48356444761157,0.8216689359396696,1.5120891111902892,0.02054172339849174
causal,46,The windmill caught the steady valley wind. The windmill turned the wooden drive shaft. The windmill powered the stone grinding wheel. The windmill ground dry grain into fine flour.,37,4,-108.58820879273117,-208.3793155476451,-119.46291198488325,99.79110675491393,10.874703192152083,2.697056939321998,0.2939108970851914
causal,47,The flashlight slipped into the shallow creek. The flashlight filled with muddy water. The flashlight flickered inside the shallow creek. The flashlight stopped producing visible light.,31,4,-109.9158493168652,-203.46713510900736,-109.3248453270644,93.55128579214215,-0.5910039898008108,3.017783412649747,-0.01906464483228422
causal,48,The frozen pipe expanded inside the basement wall. The frozen pipe split along a weak seam. The frozen pipe released water across the floor. The frozen pipe flooded the storage boxes nearby.,36,4,-128.45469801686704,-206.2321604695171,-132.74494023574516,77.77746245265007,4.29024221887812,2.1604850681291685,0.11917339496883667
causal,49,The soup pot rested on the hot stove burner. The soup pot heated the thick tomato soup. The soup pot released bubbles near the center. The soup pot overflowed across the stovetop.,40,4,-121.98683567653643,-241.48548306524754,-121.4089144738391,119.4986473887111,-0.5779212026973255,2.9874661847177775,-0.014448030067433138
causal,50,The chocolate bar sat beside the warm oven. The chocolate bar softened inside the paper wrapper. The chocolate bar melted inside the paper wrapper. The chocolate bar hardened into a thin uneven sheet.,37,4,-116.29437733907253,-194.5996394380927,-116.45099321287125,78.30526209902018,0.156615873798728,2.1163584351086535,0.004232861454019675
causal,51,The sandcastle faced the incoming ocean wave. The sandcastle absorbed seawater along the base. The sandcastle lost the front tower near the surf. The sandcastle collapsed into a flat mound.,39,4,-135.2677910993807,-259.71663139015436,-133.42799639422446,124.44884029077366,-1.8397947051562369,3.1909959048916323,-0.04717422320913428
causal,52,The bridge cable carried excessive weight during the crossing. The bridge cable stretched above the river. The bridge cable snapped near the northern anchor. The bridge cable dropped part of the roadway.,36,4,-129.60059501230717,-173.1222736351192,-132.09050726890564,43.52167862281203,2.4899122565984726,1.2089355173003342,0.06916422934995757
causal,53,The parachute opened high in clear air. The parachute caught the rushing air. The parachute slowed the supply crate during descent. The parachute lowered the supply crate onto soft grass.,34,4,-119.93055782839656,-217.23171278834343,-124.74312876909971,97.30115495994687,4.812570940703154,2.861798675292555,0.14154620413832805
causal,54,The paper bag held the wet groceries. The paper bag weakened along the bottom seam. The paper bag tore above the sidewalk. The paper bag dropped the wet groceries into a puddle.,37,4,-112.061005814292,-231.57208770513535,-113.26192430313677,119.51108189084334,1.2009184888447635,3.2300292402930633,0.03245725645526388
causal,55,The lantern caught a flame from the fireplace. The lantern brightened the dark cabin. The lantern heated the metal handle. The lantern burned through the remaining fuel.,32,4,-111.82720137387514,-196.47824639081955,-111.80990302562714,84.65104501694441,-0.017298348248004913,2.6453451567795128,-0.0005405733827501535
causal,56,The oak branch sagged beneath fresh snow. The oak branch cracked near the trunk. The oak branch fell across the driveway. The oak branch blocked the family car.,33,4,-113.95958006381989,-202.9722000658512,-114.65701060229912,89.01262000203133,0.6974305384792387,2.6973521212736764,0.021134258741795114
causal,57,The refrigerator lost power during the electrical failure. The refrigerator warmed above the safe temperature. The refrigerator softened the frozen vegetables. The refrigerator spoiled the stored milk.,31,4,-111.00211544334888,-174.2339362129569,-113.77286367863417,63.23182076960802,2.770748235285282,2.0397361538583234,0.0893789753317833
causal,58,The coffee mug tipped beside the open notebook. The coffee mug spilled across the open notebook. The coffee mug blurred blue ink across the open notebook. The coffee mug ruined the open notebook completely.,38,4,-119.60980832437053,-171.73093609511852,-119.03581556095742,52.12112777074799,-0.5739927634131163,1.3716086255459998,-0.015105072721397798
causal,59,The mail carrier found a loose dog near the gate. The mail carrier stepped behind the garden wall. The mail carrier called the animal control office. The mail carrier resumed the interrupted delivery route.,38,4,-131.60415085637942,-237.97213361691684,-138.8900356637314,106.36798276053742,7.285884807351977,2.799157441066774,0.19173381071978887
causal,60,The city bus approached the flooded intersection. The city bus entered water above the wheel hubs. The city bus stalled near the center lane. The city bus blocked traffic in two directions.,36,4,-120.14367443043739,-211.06047643348575,-134.67791193025187,90.91680200304836,14.53423749981448,2.525466722306899,0.4037288194392911
causal,61,The chef chopped the fresh onions for the stew. The chef added the fresh onions to hot oil. The chef stirred the fresh onions with spices. The chef filled the kitchen with a rich aroma.,39,4,-109.56734503246844,-174.45291091874242,-103.09047857671976,64.88556588627398,-6.476866455748677,1.6637324586224098,-0.1660734988653507
causal,62,The mechanic raised the damaged car on a lift. The mechanic removed the worn rear tire from the damaged car. The mechanic installed a replacement rear tire on the damaged car. The mechanic lowered the damaged car onto the floor.,44,4,-97.57496778713539,-204.48409259319305,-103.82797244098037,106.90912480605766,6.253004653844982,2.4297528365013106,0.1421137421328405
causal,63,The hiker missed a faded trail marker. The hiker followed a narrow path uphill. The hiker reached a steep rocky dead end. The hiker returned toward a familiar trail marker.,38,4,-120.74504509544931,-213.21067143045366,-129.43855471737334,92.46562633500434,8.693509621924022,2.433305956184325,0.22877656899800058
causal,64,The squirrel spotted the acorn beside the bench. The squirrel carried the acorn across the lawn. The squirrel buried the acorn beneath loose soil. The squirrel covered the small hole with leaves.,39,4,-94.86251044902838,-213.10665171593428,-108.19496106728911,118.2441412669059,13.332450618260737,3.031901058125792,0.3418577081605317
causal,65,The honeybee entered a bright sunflower. The honeybee gathered the yellow pollen on hairy legs. The honeybee flew back toward the hive. The honeybee deposited the yellow pollen inside a cell.,40,4,-117.58079739939421,-235.42831122130156,-130.46173325693235,117.84751382190734,12.880935857538134,2.9461878455476835,0.32202339643845335
causal,66,The raindrop struck the dusty window pane. The raindrop collected dirt along the dusty window pane. The raindrop slid toward the wooden frame. The raindrop left a clean narrow trail.,38,4,-126.55566646717489,-216.5272569730878,-122.78988365083933,89.9715905059129,-3.765782816335559,2.3676734343661288,-0.09909954779830418
causal,67,The snowflake landed on the warm car hood. The snowflake softened against the warm car hood. The snowflake melted into a clear droplet. The snowflake slid across the warm car hood.,40,4,-104.22348828078248,-215.647474238649,-106.54987816000357,111.42398595786653,2.3263898792210966,2.7855996489466635,0.058159746980527414
causal,68,The ocean wave rose above the outer reef. The ocean wave curled toward the sandy beach. The ocean wave crashed against the seawall. The ocean wave sprayed saltwater across the promenade.,38,4,-106.98907866608351,-232.77902140002698,-118.08150752261281,125.78994273394346,11.092428856529295,3.310261650893249,0.2919060225402446
causal,69,The cork loosened under pressure inside the bottle. The cork shot across the crowded kitchen. The cork struck a hanging copper pan. The cork produced a loud metallic clang.,34,4,-126.75699289888144,-254.42650066316128,-137.1948968693614,127.66950776427984,10.437903970479965,3.754985522478819,0.3069971756023519
causal,70,The toy car rolled down the wooden ramp. The toy car gained speed on the wooden ramp. The toy car hit the block stack. The toy car scattered the block stack across the floor.,38,4,-95.71165746310726,-192.88429283350706,-96.39425209956244,97.1726353703998,0.6825946364551783,2.557174615010521,0.01796301674882048
causal,71,The glass marble entered the spiral track. The glass marble circled inside the spiral track. The glass marble struck a small metal lever. The glass marble released the toy bell.,35,4,-114.07103055343032,-202.5560444779694,-117.9993996443227,88.48501392453909,3.9283690908923745,2.5281432549868312,0.11223911688263927
causal,72,The sewing needle pierced the torn pocket. The sewing needle pulled red thread through the torn pocket. The sewing needle formed a tight straight stitch. The sewing needle secured the torn pocket completely.,37,4,-129.15853913407773,-202.54932983219624,-119.39672054164112,73.39079069811851,-9.761818592436612,1.9835348837329327,-0.26383293493071924
causal,73,The jacket zipper caught the loose thread. The jacket zipper pulled the loose thread into the teeth. The jacket zipper jammed near the collar. The jacket zipper tore away from the fabric.,37,4,-116.12674373202026,-215.52040624246,-111.42831027507782,99.39366251043975,-4.698433456942439,2.6863152029848583,-0.12698468802547133
causal,74,The brass key entered the rusty lock. The brass key turned inside the rusty lock. The brass key snapped inside the rusty lock. The brass key left the rusty lock unusable.,36,4,-94.80307761346921,-168.79301093891263,-98.22319536539726,73.98993332544342,3.4201177519280463,2.0552759257067614,0.09500327088689017
causal,75,The garden lock collected rain inside the mechanism. The garden lock developed rust around the shackle. The garden lock resisted the caretaker's key. The garden lock prevented access to the tool shed.,39,4,-134.66304254811257,-246.62074106931686,-131.22967153321952,111.95769852120429,-3.433371014893055,2.870710218492418,-0.08803515422802705
causal,76,The wheelbarrow carried the wet cement across the yard. The wheelbarrow struck a buried stone. The wheelbarrow tipped beside the new walkway. The wheelbarrow spilled the wet cement over the grass.,44,4,-117.28507624191116,-249.77105816826224,-120.67146235224209,132.4859819263511,3.386386110330932,3.0110450437807064,0.07696332068933937
causal,77,The mason spread mortar across the brick foundation. The mason placed the red brick on top. The mason tapped the red brick into alignment. The mason completed a straight foundation row.,39,4,-119.26789533824194,-229.74231090024114,-131.1191228146199,110.4744155619992,11.851227476377971,2.8326773221025436,0.30387762759943515
causal,78,The potter shaped the soft clay on the pottery wheel. The potter narrowed the soft clay near the center. The potter formed a smooth curved neck in the soft clay. The potter stopped the pottery wheel with a foot pedal.,48,4,-125.71225537359715,-238.7743267081678,-133.72604119277094,113.06207133457065,8.01378581917379,2.3554598194702216,0.1669538712327873
causal,79,The singer drew a deep breath for the high note. The singer held the high note steadily. The singer released the high note across the hall. The singer received loud applause from the audience.,38,4,-100.86694084480405,-191.64188718795776,-111.33547623828053,90.77494634315372,10.468535393476486,2.3888143774514137,0.2754877735125391
causal,80,The drummer raised two sticks above the snare. The drummer struck a rapid closing rhythm. The drummer ended the song with a sharp crash. The drummer drew cheers from the crowded room.,37,4,-128.0676648269873,-234.07003078609705,-136.5527570731938,106.00236595910974,8.485092246206477,2.8649288097056687,0.22932681746503994
causal,81,The stage curtain caught on a loose floor nail. The stage curtain stretched beside the opening. The stage curtain tore along the lower edge. The stage curtain exposed the unfinished scenery.,35,4,-140.97567899804562,-202.76571653038263,-137.34974533040076,61.79003753233701,-3.6259336676448584,1.7654296437810575,-0.1035981047898531
causal,82,The projector received the damaged film from a reel. The projector pulled the damaged film through the gate. The projector jammed the damaged film near the sprocket. The projector burned a dark hole through the damaged film.,44,4,-124.44385101192165,-272.98978920280933,-127.35293692932464,148.54593819088768,2.90908591740299,3.376044049792902,0.06611558903188614
causal,83,The office printer pulled the report pages together. The office printer folded the report pages near the rollers. The office printer stopped with a warning light. The office printer trapped the report pages inside.,38,4,-135.5767457501497,-205.44031566847116,-135.4427272977773,69.86356991832145,-0.13401845237240195,1.8385149978505644,-0.003526801378221104
causal,84,The conveyor belt carried a crate toward the loading bay. The conveyor belt caught the loose packing strap. The conveyor belt twisted the loose packing strap around a roller. The conveyor belt stopped the entire packing line.,41,4,-146.20633265329525,-223.03806189633906,-134.1578053208068,76.83172924304381,-12.048527332488447,1.8739446156839954,-0.29386652030459626
causal,85,The bathroom faucet developed a slow internal leak. The bathroom faucet dripped into the porcelain sink. The bathroom faucet filled the porcelain sink with water. The bathroom faucet sent water across the tile floor.,39,4,-115.78420043364167,-238.77249543182552,-116.82345177233219,122.98829499818385,1.0392513386905193,3.1535460255944576,0.02664747022283383
causal,86,The bathtub received water from the open tap. The bathtub filled above the overflow drain. The bathtub leaked through a cracked seal. The bathtub stained the ceiling below.,32,4,-115.26061034947634,-189.5754407942295,-117.66078561544418,74.31483044475317,2.400175265967846,2.3223384513985366,0.07500547706149518
causal,87,The chimney collected thick soot above the fireplace. The chimney narrowed around the hidden blockage. The chimney pushed smoke toward the ceiling. The chimney darkened the plaster walls near the ceiling.,38,4,-151.41504313331097,-257.97230184450746,-147.18865402019583,106.55725871119648,-4.226389113115147,2.8041383871367493,-0.11122076613460913
causal,88,The weather satellite detected a large tropical storm. The weather satellite captured the cloud images. The weather satellite transmitted the cloud images to the ground station. The weather satellite supported an early coastal warning.,38,4,-115.7229824513197,-209.37945157289505,-111.09204350970685,93.65646912157536,-4.63093894161284,2.464643924251983,-0.12186681425296947
causal,89,The launch rocket ignited above the reinforced platform. The launch rocket rose through the low clouds. The launch rocket separated from the empty booster. The launch rocket placed the research capsule into orbit.,37,4,-134.8715370707214,-205.60761323291808,-136.0547658763826,70.7360761621967,1.1832288056612015,1.9117858422215324,0.031979156909762205
causal,90,The research submarine descended below the sunlit water. The research submarine approached the deep ocean trench. The research submarine recorded unusual thermal vents. The research submarine returned with new sensor data.,36,4,-145.89481359580532,-222.2582149533555,-140.5286429016851,76.36340135755017,-5.366170694120228,2.1212055932652825,-0.14906029705889523
causal,91,The sailboat caught a strong offshore breeze. The sailboat crossed the choppy harbor entrance. The sailboat leaned sharply near the outer buoy. The sailboat reached calm water beyond the breakwater.,40,4,-127.70137387234718,-249.12961846217513,-139.8014999111183,121.42824458982795,12.100126038771123,3.035706114745699,0.30250315096927805
causal,92,The farm tractor pulled the steel plow through the hard field. The farm tractor loosened the hard field with the steel plow. The farm tractor opened long parallel furrows in the hard field. The farm tractor prepared the hard field for planting.,50,4,-115.80432106903754,-276.1278610341251,-114.87547941319644,160.32353996508755,-0.9288416558410972,3.206470799301751,-0.018576833116821945
causal,93,The lawn sprinkler turned under steady water pressure. The lawn sprinkler sprayed the dry flower bed. The lawn sprinkler softened the dry flower bed. The lawn sprinkler formed small puddles across the dry flower bed.,44,4,-124.97947731241584,-238.9672640748322,-134.03886753192637,113.98778676241636,9.059390219510533,2.5906315173276444,0.20589523226160303
causal,94,The lawn mower struck a hidden metal bolt. The lawn mower bent the rotating blade. The lawn mower shook violently across the grass. The lawn mower stopped beside the garden path.,35,4,-125.95987560926005,-200.42561431601644,-125.68296513101086,74.46573870675638,-0.27691047824919224,2.1275925344787536,-0.00791172794997692
causal,95,The orange rolled from the tilted fruit bowl. The orange crossed the smooth dining table. The orange dropped onto the kitchen floor. The orange stopped beneath the heavy cabinet.,33,4,-117.4492381811142,-187.66122310236096,-127.4828775152564,70.21198492124677,10.033639334142208,2.1276359067044477,0.30404967679218814
causal,96,The flower vase tipped beside the open window. The flower vase spilled water across the wooden table. The flower vase rolled across the wooden table. The flower vase shattered on the wooden floor.,37,4,-101.93332213442773,-165.59733222424984,-107.34317402064335,63.66401008982211,5.40985188621562,1.7206489213465437,0.1462122131409627
causal,97,The mountain glacier developed a long surface crack. The mountain glacier split along the weakened ice. The mountain glacier released a massive block downhill. The mountain glacier triggered a deep echo across the valley.,38,4,-158.6737999394536,-205.02761509269476,-150.44774611014873,46.35381515324116,-8.226053829304874,1.2198372408747673,-0.2164751007711809
causal,98,The clay roof tile loosened under the strong wind. The clay roof tile slid down the steep roof. The clay roof tile struck the stone walkway. The clay roof tile shattered beside the front steps.,41,4,-115.06875390931964,-227.763572845608,-126.31118252780288,112.69481893628836,11.242428618483245,2.748654120397277,0.27420557606056695
causal,99,The milk carton tipped inside the paper grocery bag. The milk carton leaked through the loose cap. The milk carton soaked the paper grocery bag. The milk carton dropped through the paper grocery bag onto the sidewalk.,45,4,-120.76413687411696,-199.8687958419323,-119.50899771321565,79.10465896781534,-1.255139160901308,1.7578813103958963,-0.0278919813533624
noncausal,0,The library lent a heavy atlas. The library hosted a chess tournament. The library displayed old framed photographs. The library received a donated wooden shelf from a volunteer.,32,4,-125.74071518704295,-207.34649766236544,-131.9252561479807,81.60578247532248,6.184540960937738,2.5501807023538277,0.19326690502930433
